date,sku,product_name,quantity,client_id,warehouse,price,stock,stockout_flag,supplier,lead_time_days,in_transit,category,synthetic_regular_demand,synthetic_bulk,quantity_clean,is_large_client_order,large_client_order_count
2024-01-01,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,34.0,False,Поставщик 1,7.0,36.0,Категория 1,7,0,7.0,False,0
2024-01-01,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-02,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,28.0,False,Поставщик 1,7.0,36.0,Категория 1,5,0,5.0,False,0
2024-01-02,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-03,SKU001,Электротовар 1,9.0,ANON001,WH1,500.0,29.0,False,Поставщик 1,7.0,36.0,Категория 1,9,0,9.0,False,0
2024-01-03,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-01-04,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,36.0,Категория 1,7,0,7.0,False,0
2024-01-04,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-05,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,36.0,Категория 1,6,0,6.0,False,0
2024-01-05,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-01-06,SKU001,Электротовар 1,3.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,36.0,Категория 1,3,0,3.0,False,0
2024-01-06,SKU001,Электротовар 1,3.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,3,0,3.0,False,0
2024-01-07,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,36.0,Категория 1,4,0,4.0,False,0
2024-01-07,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-08,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,36.0,Категория 1,5,0,5.0,False,0
2024-01-08,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-01-09,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-01-09,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-01-10,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-10,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-11,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-11,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-01-12,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-01-12,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-01-13,SKU001,Электротовар 1,3.0,ANON001,WH1,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,3,0,3.0,False,0
2024-01-13,SKU001,Электротовар 1,3.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,3,0,3.0,False,0
2024-01-14,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-14,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-15,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-15,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-16,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-16,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-17,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-17,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-18,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-01-18,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-19,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-19,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-01-20,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-20,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-21,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-21,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-22,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-22,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-01-23,SKU001,Электротовар 1,13.0,ANON001,WH1,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-01-23,SKU001,Электротовар 1,13.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-01-24,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-24,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-01-25,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-25,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-01-26,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-26,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-27,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-27,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-01-28,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-28,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-01-29,SKU001,Электротовар 1,10.0,ANON001,WH1,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-01-29,SKU001,Электротовар 1,10.0,ANON002,WH2,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-01-30,SKU001,Электротовар 1,10.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-01-30,SKU001,Электротовар 1,10.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-01-31,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,36.0,Категория 1,7,0,7.0,False,0
2024-01-31,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-01,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,34.0,False,Поставщик 1,7.0,36.0,Категория 1,6,0,6.0,False,0
2024-02-01,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-02,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,36.0,Категория 1,5,0,5.0,False,0
2024-02-02,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-02-03,SKU001,Электротовар 1,1.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,36.0,Категория 1,1,0,1.0,False,0
2024-02-03,SKU001,Электротовар 1,2.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,2,0,2.0,False,0
2024-02-04,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,36.0,Категория 1,5,0,5.0,False,0
2024-02-04,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-05,SKU001,Электротовар 1,9.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,36.0,Категория 1,9,0,9.0,False,0
2024-02-05,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-06,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,29.0,False,Поставщик 1,7.0,36.0,Категория 1,8,0,8.0,False,0
2024-02-06,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-07,SKU001,Электротовар 1,15.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,36.0,Категория 1,15,0,15.0,False,0
2024-02-07,SKU001,Электротовар 1,15.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,15,0,15.0,False,0
2024-02-08,SKU001,Электротовар 1,9.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-08,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-09,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-09,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-10,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-10,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-02-11,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-11,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-02-12,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-12,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-13,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-02-13,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-02-14,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-02-14,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-15,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-15,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-16,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-16,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-17,SKU001,Электротовар 1,3.0,ANON001,WH1,500.0,28.0,False,Поставщик 1,7.0,0.0,Категория 1,3,0,3.0,False,0
2024-02-17,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-02-18,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-02-18,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-02-19,SKU001,Электротовар 1,9.0,ANON001,WH1,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-19,SKU001,Электротовар 1,10.0,ANON002,WH2,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-02-20,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-02-20,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-02-21,SKU001,Электротовар 1,10.0,ANON001,WH1,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-02-21,SKU001,Электротовар 1,10.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-02-22,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-22,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
